BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
Negative,None,None,None,None,Negative,None,Negative,None,None
Positive,None,None,None,None,Negative,None,None,None,None
None,None,None,Positive,Positive,Positive,None,None,None,None
None,None,Positive,Positive,None,None,Positive,None,None,None
None,None,None,None,None,None,None,None,Positive,None
None,None,None,None,None,Negative,None,None,None,None
None,None,None,Positive,Positive,None,Negative,None,None,None
Positive,None,None,Negative,Neutral,None,Neutral,None,None,None
Positive,Positive,None,None,Positive,Positive,Neutral,None,Positive,None
None,None,None,None,None,Neutral,None,None,None,None
Positive,Positive,None,None,Positive,None,Neutral,None,Positive,None
Positive,Positive,Positive,Positive,None,Neutral,None,Positive,None,None
None,None,Negative,Negative,Positive,None,None,None,None,None
Positive,Negative,None,None,None,Positive,Neutral,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,Positive,None,Negative,None,None,None,None
None,None,None,None,None,None,None,None,Negative,None
None,None,Positive,None,Positive,Positive,None,None,Negative,None
None,Positive,None,Neutral,None,None,None,None,None,None
None,None,None,Negative,None,None,None,None,Positive,None
Negative,None,None,None,Positive,None,None,None,None,None
None,None,None,None,None,Neutral,None,None,None,None
Positive,Positive,Positive,None,None,None,None,Positive,None,None
None,Positive,None,None,None,None,None,None,None,None
None,None,None,None,None,Negative,None,None,None,None
None,None,None,None,Positive,None,Positive,None,None,None
Neutral,None,Positive,Positive,Positive,Positive,None,None,Positive,None
None,None,Neutral,None,None,Neutral,None,None,Positive,Positive
None,Positive,None,Positive,Positive,None,Neutral,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
Positive,Positive,Positive,None,Positive,Positive,None,None,Positive,None
None,None,None,None,None,Negative,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Positive,None,None,None,Positive,None,None,Positive,Neutral,None
None,None,None,Negative,Positive,None,None,None,None,None
None,None,None,Negative,Positive,None,None,None,None,None
Negative,None,None,None,Positive,None,None,None,None,None
None,None,None,Negative,Positive,None,Neutral,None,None,None
Negative,None,Negative,None,Neutral,None,None,None,None,None
Positive,Positive,Neutral,None,Positive,Positive,Neutral,None,None,None
Negative,None,None,None,None,Negative,None,None,Negative,None
Positive,None,None,None,Positive,None,Neutral,None,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
Positive,Negative,None,None,None,None,Positive,None,None,None
None,None,None,None,Negative,None,None,None,Negative,None
None,None,None,None,None,Positive,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Positive,Positive,None,None,Positive,Positive,None,None,Positive,None
Negative,Neutral,None,None,Positive,Negative,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
None,None,Negative,Negative,Positive,None,Neutral,None,None,None
Negative,Positive,None,None,Positive,Negative,None,None,None,None
Positive,None,None,None,None,Neutral,Neutral,None,Positive,None
Positive,None,None,None,Positive,Positive,Neutral,Positive,None,None
None,None,Positive,None,Positive,Positive,Positive,None,None,None
None,Neutral,Positive,Negative,Negative,Negative,None,None,None,None
Positive,Negative,None,None,Positive,None,None,None,None,None
None,Negative,None,None,Positive,None,None,None,None,None
Positive,None,None,None,Positive,Positive,None,None,Positive,None
Positive,Positive,None,None,Positive,Neutral,None,None,None,None
None,None,None,Negative,Neutral,None,None,None,None,None
None,None,None,Positive,Positive,Positive,None,None,None,None
None,None,None,None,Positive,Negative,None,None,None,None
None,None,None,None,Negative,Negative,None,None,Neutral,None
Negative,None,None,None,None,Negative,None,None,Negative,None
Neutral,None,None,None,None,None,None,None,None,None
None,None,None,Negative,None,None,None,None,Positive,None
None,None,None,None,Positive,None,Neutral,None,None,None
None,None,Positive,None,Positive,Positive,None,None,None,None
None,None,Negative,None,Positive,Neutral,None,Positive,Negative,None
Positive,None,None,None,None,Positive,None,Positive,Positive,None
None,None,None,None,Positive,None,Positive,None,Positive,None
None,Negative,None,None,Positive,None,Neutral,None,None,None
None,None,Negative,None,None,Negative,Neutral,None,None,None
Positive,None,None,None,Neutral,Negative,None,None,None,None
None,Negative,None,None,None,None,Negative,Negative,None,None
None,None,None,Negative,Negative,None,None,None,None,None
None,Negative,None,None,None,None,None,None,None,None
Negative,Positive,None,None,Positive,Positive,None,None,None,None
None,None,None,None,None,None,Positive,None,None,None
Positive,None,None,Neutral,None,None,None,None,None,None
Positive,Neutral,Positive,Positive,None,Positive,None,None,Positive,None
None,Positive,Negative,None,Positive,Neutral,None,Positive,None,None
Negative,Negative,Negative,None,None,Negative,None,None,None,None
None,Positive,None,None,Positive,Positive,Positive,None,Negative,None
Positive,None,None,Positive,None,None,Positive,None,Positive,None
Positive,None,None,Positive,Positive,None,Positive,None,None,None
None,None,Negative,None,Negative,None,None,None,None,None
Negative,Positive,None,None,Positive,Positive,None,Positive,None,None
None,None,None,None,Positive,Positive,Positive,None,None,None
None,None,None,Negative,None,None,None,None,Positive,None
Positive,None,None,None,Positive,None,None,None,None,None
None,Negative,None,Negative,None,Negative,None,None,Neutral,None
Negative,None,None,None,Negative,Negative,Neutral,None,None,None
None,None,None,Negative,Positive,None,None,None,None,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Positive,None,None,None,Positive,Negative,None,None,None,None
Neutral,None,None,None,None,None,None,None,None,None
Positive,Positive,None,Positive,Positive,Positive,None,None,Positive,None
Neutral,Negative,None,None,Positive,None,Neutral,Negative,Negative,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Positive,Positive,None,None,Positive,Positive,None,None,None,None
None,None,None,Negative,Neutral,None,None,None,None,None
None,None,Positive,Positive,None,Positive,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Positive,Positive,Negative,Positive,None,None,None,Positive,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
Positive,Positive,Positive,None,Positive,Positive,None,Positive,Positive,None
None,None,Positive,Positive,None,Positive,None,Positive,None,None
None,Negative,None,None,Negative,None,None,Negative,None,None
Negative,None,None,Negative,None,Negative,None,None,None,None
Positive,Negative,None,Positive,Neutral,None,None,None,None,None
Negative,None,Positive,None,None,None,Positive,None,None,None
Positive,None,None,Negative,Positive,Negative,None,None,None,None
Positive,Positive,None,None,Positive,None,None,None,Positive,None
Positive,Positive,None,Negative,Positive,Negative,Positive,Positive,None,None
Positive,Positive,Positive,None,Positive,None,Neutral,Positive,Positive,None
None,None,None,Positive,Positive,Positive,None,None,Positive,None
Positive,None,Negative,Negative,Positive,Positive,None,None,None,None
Positive,Neutral,None,None,Neutral,Positive,Neutral,None,None,None
Neutral,Positive,Positive,None,Positive,Positive,None,None,None,None
Negative,None,None,None,Positive,Negative,None,None,None,None
Positive,None,Positive,None,Positive,Positive,Neutral,None,Positive,None
Negative,None,None,Negative,Negative,None,None,Negative,None,None
Positive,None,Positive,None,None,Neutral,None,None,Positive,None
None,None,None,None,None,None,None,None,Negative,None
Negative,Negative,None,None,None,None,None,None,None,None
Neutral,None,None,Positive,None,Positive,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
None,None,None,None,Positive,Positive,Negative,None,None,None
None,None,None,None,Positive,None,None,None,None,None
None,None,Positive,Positive,Positive,None,Positive,Positive,None,None
Positive,None,None,None,Positive,Positive,Neutral,None,None,None
None,None,None,Negative,Neutral,None,None,None,None,None
Neutral,None,Positive,Negative,None,Negative,None,None,None,None
None,None,Negative,None,None,None,None,None,None,None
None,Negative,None,None,Negative,Negative,Negative,None,None,None
None,Negative,None,None,Positive,None,None,None,None,None
None,None,None,Negative,None,None,None,None,None,None
Negative,None,None,Negative,None,None,None,None,None,None
None,None,None,None,Positive,None,Neutral,None,None,None
None,None,None,None,None,Positive,Negative,None,Positive,None
None,None,None,Negative,Positive,None,None,None,None,None
Negative,None,None,None,None,Negative,None,None,None,None
Negative,None,None,None,Positive,None,None,None,None,None
None,None,None,None,Positive,Positive,None,None,Positive,None
None,None,Positive,None,Positive,Positive,Positive,None,Positive,None
None,None,None,None,None,Negative,Negative,None,None,None
Positive,None,Positive,None,None,Positive,Neutral,None,None,None
Negative,None,Neutral,None,None,None,Neutral,None,None,None
None,None,None,None,Positive,Positive,Positive,None,None,None
None,None,None,None,None,None,None,None,Positive,None
None,None,None,None,Positive,Negative,None,None,None,None
None,Positive,None,None,Positive,None,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Positive,Positive,None,Negative,Positive,Negative,None,None,Negative,None
Negative,None,None,None,Negative,Negative,None,None,None,None
None,Positive,None,Positive,Positive,None,None,None,Positive,None
None,Positive,None,Positive,Positive,None,Neutral,None,Positive,None
None,None,None,None,Positive,Positive,None,None,Positive,None
Neutral,None,None,Positive,None,Positive,None,None,None,None
Negative,Negative,Negative,None,Negative,None,None,None,None,None
None,Neutral,None,None,Positive,Positive,Positive,None,None,None
Positive,Positive,Positive,None,Positive,Positive,None,None,None,None
Negative,None,None,None,None,None,None,None,Positive,None
None,None,None,Negative,None,None,None,None,None,None
Negative,None,None,None,Positive,None,None,None,None,None
Positive,Positive,None,None,Positive,None,None,None,Positive,None
None,None,None,Negative,None,Negative,None,None,None,None
Neutral,Neutral,None,Negative,None,None,None,None,Positive,None
Negative,None,None,None,Positive,None,None,None,None,None
Positive,None,None,None,None,Positive,None,None,Positive,None
None,None,None,None,Negative,Negative,None,None,None,None
Positive,None,None,Positive,None,Negative,None,None,None,None
None,None,None,None,Negative,None,None,Negative,None,None
Negative,None,None,None,Positive,None,None,None,Positive,None
None,None,None,Negative,Positive,None,None,None,None,None
Negative,None,Positive,None,Neutral,Negative,Neutral,None,None,None
Positive,None,Neutral,None,Positive,Positive,Positive,Positive,None,None
None,None,None,Negative,Positive,None,Negative,None,None,None
None,None,None,None,None,None,None,None,Negative,None
None,None,None,None,None,Negative,Neutral,None,None,None
Negative,None,None,None,Positive,Positive,None,None,None,None
None,None,None,Negative,None,Negative,None,None,None,None
Negative,None,None,None,Positive,Positive,None,None,None,None
Negative,None,Negative,None,None,Positive,None,None,None,None
Positive,None,None,None,Positive,None,None,None,Negative,None
None,None,None,None,Positive,None,Neutral,None,None,None
None,None,None,Negative,Negative,None,None,None,None,None
None,None,None,None,Positive,Positive,Positive,None,None,None
Positive,None,None,None,None,Positive,None,None,None,None
Negative,None,None,None,None,None,None,None,None,None
Positive,Neutral,None,None,Positive,Positive,Positive,None,None,None
Positive,Positive,None,Positive,Positive,Positive,None,None,Positive,None
None,None,None,None,Negative,Negative,None,None,None,None
Positive,None,Positive,None,Positive,None,Neutral,None,None,None
None,None,None,None,Positive,None,None,None,None,None
None,Negative,None,Negative,Positive,None,None,None,None,None
Positive,Neutral,None,Negative,None,Negative,None,None,None,None
None,Neutral,None,Positive,None,Positive,None,None,None,None
Neutral,None,None,None,Neutral,Negative,None,None,None,None
None,None,None,None,Positive,Negative,None,None,None,None
