comment,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
"Đt mới nhận về hôm qua cảm nhận là hơi tốn pin, nghe đt khoảng hơn 40 giây là nó tắt luôn màn hình, phải nhấn nút nguồn mới sáng. Cái máy cực bám vân tay. Miếng dán màn hình kg có nhiều chỗ bán và giá lại cao. Cái nút tắt nguồn phải nằm trong cái bảng điều khiển, tắt đt phức tạp quá. Chụp hình cỡ tầm iphone 6. Hơi thất vọng chút vì quảng cáo khá rầm rộ.",3,Negative,Neutral,Negative,Negative,Negative,None,None,None,Negative,None
"Dt sài rất tốt thiết kế đẹp,đáng trong tầm giá,sạc nhanh phần mền sạc vooc rất chuẩn,đúng là độc quyền của oppo,nhân viên tgdd thị trấn cái dầu thì rất tốt luôn sát cánh khánh để giới thiệu những dòng sản phẩm mà khách hàng luôn phân vân,....ok",5,Positive,None,Positive,None,Positive,None,Neutral,None,Positive,None
"Máy mượt, pin cao nhưng nhanh hết chỉ đc ở mức trung bình. Game chiến ok, max setting vẫn mượt nhé. Màn hình to rõ đẹp, xem phim giải trí cực đã. Loa ngoài hơi nhỏ, ko to. Camera sau đẹp, trước tạm chấp nhận được. Cảm ứng thỉnh thoảng ko nhạy lúc chơi game ko biết do cấn tay hay lỗi.",3,Negative,Positive,None,Negative,None,Positive,None,Positive,None,None
Mua 2 máy điều bị lem mực đen ngay góc sóng dt .ko pk là lổi gì. 1 máy 9 tháng 1 máy 2 tháng,1,None,None,None,None,None,None,None,Negative,None,None
Nhìn chung máy  đẹp rất thich. Không có chỗ nào để chê dc. Nhưng có 1 điểm là camera trước rất xấu. Thua mấy con oppo nữa. Mới mua dc 10 ngày k biết đổi máy lại dc k nữa.,4,None,Negative,Positive,None,Positive,None,None,None,Negative,None
"Máy mới mua dk 2 ngày mà chơi liên quân đã bị giật lang, màn hình tự nhiên tối tắt mở lại nó mới về bình thường từ nào giờ tin tưởn sài ss mà giờ làm thất vọng giá 8tr như vậy thì chưa ổn",1,None,None,None,None,Negative,Negative,Neutral,None,Negative,None
"Sài được 1 tháng, tất cả mọi thứ ok , mỗi tội bắt wifi quá kém, không biết có bản cập nhập khắc phục không",3,None,None,None,Negative,Positive,None,None,None,None,None
"Đã mua và thất vọng máy châm kinh khủng loa thì rè , giá tầm này mua Xiaomi rdmi 8 ngon hơn nhiều , thất vọng sam sung",3,None,None,None,Negative,Negative,Negative,None,None,Negative,None
Mới mua hôm qua máy xài ổn trong tầm giá chơi game tụt pin khá nhanh  . nhân viên thân thiện nhiệt tình,5,Negative,None,None,None,Positive,None,Neutral,None,Positive,None
"Máy mới sử dụng nên không biết thế nào, camera chụp đẹp, nhân viên siêu thị nhiệt tình, vui vẻ.",5,None,Positive,None,None,None,None,None,None,Positive,None
"Googole chome  cứ dẫn đường link quảng cáo hoài bực mình , có cách nào để chặn không TGDĐ , đg nghe nhạc hay xem phim hay không làm gì , mak đt bật mạng là xuất hiện lên rất bực mình , ớn đt androi . Cài đặt các kiểu sao cũng ko hết , lm ntn để hết đây , rất mong mọi người chỉ dùm .",2,None,None,None,None,None,Negative,None,None,None,None
"Pin trâu, sạc nhanh.chơi game rất mượt, không bị nóng nếu để cấu hình bình thường.con cấu hình cao chỉ hơi nóng xíu thôi.cam trước sau thì tạm ổn.nói chung rất tốt trong mọi mặt.",5,Positive,Positive,None,None,Positive,Positive,None,None,None,None
"Màn hình đẹp, pin xài lâu. Camera trước và sau dùng rất thích. Nữ cầm hơi nặng tay",5,Positive,Positive,Negative,None,None,None,None,Positive,None,None
"Song quá yếu H+ ma o chạy noi quá tệ , gọi nghe còn khó  nữa sai lầm khi mua xin coi lại để o ai dám mua nữa đâu",1,None,None,None,Negative,Positive,None,None,None,None,None
"Mic kém, cảm ứng rất kém, định vị không chính xác toàn nhảy đi đâu không
Còn lại mọi thứ Ok, tầm thấp lên k đòi hỏi hàng chất lượng cao đc",1,None,None,None,Negative,Negative,None,None,None,None,None
Em mới vào game chỉnh phần turbo trên góc thì kêu è......è mãi em khởi động lại thì nó hết rồi,4,None,None,None,None,None,Neutral,None,None,None,None
"Máy dễ tróc sơn quá có nào bảo hành lại đc ko,máy rất tốt,siêu mượt,camera đẹp,sạc siêu nhanh",5,Positive,Positive,Negative,None,Positive,Positive,None,None,None,None
"Sản phẩm tốt, cảm giác chơi game ko quá nóng như mình nghĩ. Liên quân bật max thì hơi giật nhẹ còn pubg mình mới chơi đc 1 trận nên chưa nói gì nhiều đc. Tối nay lại hành con chip G90T này",5,None,None,None,None,Positive,Negative,None,None,None,None
"Qua tuyệt.máy đẹp ,pin dùng rất lâu.sóng sánh ổn định.màn hình trắng sáng ko ám vàng là điểm + ,mọi chức năng đều ok ,không có gì phàn nàn",5,Positive,None,Positive,Positive,Positive,None,None,Positive,None,None
"Pin trâu cực, xài 4G liên tục từ 100% lúc 6h sáng đến 8h30 còn 24%. Máy mạnh, chiến game tốt. Cam tạm ổn.",5,Positive,Neutral,None,None,None,Positive,None,None,None,None
Sản phẩm tốt camera đẹp pin trâu màn hình đẹp  nhân viên bán hàng nhiệt tình dễ thương !,5,Positive,Positive,None,None,Positive,None,None,Positive,Positive,None
"Chụp hình đẹp,loa nghe hay,hiệu năng tốt máy mượt nhưng mà hơi thất vọng về khoảng pin khi để qua đêm tụt đến 4-5% nên mình chỉ cho 4 sao",4,Negative,Positive,None,Positive,None,Positive,None,None,None,None
"Quá tệ,  ứng dụng quá nhiều ko cần thiết. mỗi lần mở là phải chỉnh ánh sáng, màn hình vàng nhòe,vân tay nhận diện chậm, đặc biệt Bluetooth giật giật khó chịu, lần đầu tiên xài hãng sum sung .",1,None,None,None,Negative,Negative,Negative,None,Negative,None,None
"Dùng máy đk mấy hôm rồi cảm nhận:
Bắt wifi hơi kém, loa ngoài khá bé ko đk to như ss,sóng điện thoại thì ổn , có quả cam chup thiếu sáng thì ảnh xấu .
Máy thich hợp vs phụ huynh hơn là cac bạn trẻ",5,None,Negative,None,Neutral,None,None,None,None,None,None
Mới mua xài ngon lắm. Ưng nhất khoản chụp hình.Đặc biệt là chụp đêm và selfie ngon hơn cả iphone11 pro.,5,None,Positive,None,None,Positive,None,None,None,None,None
Mình thấy được mà cứ chê ỏng chê eo. Đt hợp làm vlog lắm camera chê siêu chống rung nhưng khi hết lưu lượng 4g hoặc ko có wifi công nhận là có chậm nhưng có wifi và sóng 4g đủ lưu lượng tốc độ thì tớ thấy mượn chơi liên quân ok . Nghe gọi nghe nhạc cũng ok. Thích nhất vẫn là camera siêu chống rung,5,None,Positive,None,Positive,Positive,Positive,None,None,None,None
"Trời ơi tin được không.  Ngon quá. Máy ngon quá
Mong giá ra tầm trung. Tuyệt vời cú mèo.",5,None,None,None,None,Positive,None,None,None,None,None
đt từ khi mua về hay bị đứng rồi còn khi đang xem youtube là tự nhiên thoát ra màng hình chính,2,None,None,None,None,None,Negative,None,None,None,None
Mình sài gần dc 1 tháng rồi. Thấy rất ok.........................................,5,None,None,None,None,Positive,None,None,None,None,None
Nhân viên rất nhiệt tình và chu đáo. Máy sử dụng rất mượt chơi game ổn . Pin trâu chơi game mã setting,4,Positive,None,None,None,None,Positive,None,None,Positive,None
"Điện thoại này hình như là chạy exynos 9611, ko phải 9610. Theo thông tin trên trang chủ samsung và gsmarena, mới xài có một ngày nên chưa đánh giá chi tiết đươc.",4,None,None,None,None,None,Neutral,None,None,None,None
"Chíp Snapdragon 675 mới. Chưa tương thích game nhiều. 
Nên chơi bị giật hay lag nhẹ thì mấy thánh đừng kêu nhé. 
Thanks. !!!",5,None,None,None,None,None,Negative,None,None,None,None
"Cái đầu lõi hỡ sáng, đổi cái sau thì chết điểm ảnh ,đổi cái nữa thì lõi wifi. Bây giờ không biết làm sao luong, không hiểu TGDD làm ăn sao ak. TGDD phải tìm cách giải quyết cho khách hàng đi chứ...",1,None,None,None,Negative,None,None,None,Negative,Negative,None
"Máy đẹp, tốt, xài rất mượt, nhân viên nhiệt tình vui vẻ, pin hơi đuối xíu nhưng vẫn chấp nhận được.",5,Neutral,None,Positive,None,Positive,Positive,None,None,Positive,None
Huawei thiết kế nhìn rất đều máy và nhìn cảm giác rất cân đối...nhìn thich hơn samsung,5,None,None,Positive,None,None,None,None,None,None,None
Máy lỗi nghe nhạc bluetooth . Ra bảo hảnh thì nhân viên trả lời lỗi cả lô như nhau cái mới đập hộp cũng vẫn bị lỗi. Do hệ điều hành androi 10 có vấn đề . Thế là người dùng bỏ ra 8tr mua phải hàng lỗi mà ko biết đi thắc mắc với ai và ai giải quyết cho mình. Các bạn mua A51 thì nên mang tai nghe đi test trước khi mua !!!,1,None,None,None,Negative,None,Negative,None,None,Negative,None
"mình mới mua đươc 2 ngày la máy đã bị lỗi, sac pin mới có 67% là báo đầy.. và được đổi cái khác sài đươc 10 ngay,, nói chung cái sao tạm ổn, pin sac nhanh nhưng 20-100% sac hơn 3h mới đầy, camera vừa đủ dùng..chơi game liên quân, fefai.. lâu tầm 1h may nóng, chơi lâu tự văn ra ngoài,, ko hiêu lý do... nói chung tien nào của đó...",3,Neutral,Neutral,None,None,Neutral,Negative,Neutral,None,None,None
"sau 1 tháng, cảm ứng nhảy lung tung, và sau 4 tháng cảm ứng càng tệ, nhảy loạn xạ.",2,None,None,None,Negative,None,None,None,None,None,None
Mới mua hawaii nova3 được 3 tháng thì máy nài ra đẹp thật.. Nhìn máy đã quá giá rẻ nữa.,5,None,None,Positive,None,None,None,Positive,None,None,None
"Máy đẹp,  nhìn sang trọng. Nhưng giá còn hơi cao,  tầm 7-8 triệu là ok.   Máy có MHL k vậy ad?",4,None,None,Positive,None,None,None,Positive,None,None,None
Máy khá ngon nhưng có đều giá lại quá gần với giá con Joy 2+ nên giá nó thấp tí là được chứ như vậy thì thêm 200k nữa mua Joy 2+ cho rồi,4,None,None,None,None,Positive,None,Negative,None,None,None
"Rất hài lòng với những sp samsung. 
Vì đây là sp thương hiệu. 
Có hỗ trợ sạc nhanh 
Giá tầm trung dễ mua",5,Positive,None,None,None,None,None,Positive,None,Positive,None
"Màu hình xấu,cấu hình chán, chụp hình 60m thua cái ip5s chân thành đừng nghe feedback của nhân viên TGDD mua xong bạn lo ngay trong tuần",1,None,Negative,None,None,None,Negative,None,Negative,Negative,None
"Vsmart Joy 3 pin trâu, màn hình hơi tối trong tầm giá này là ok. Nhân viên tư vấn tốt, thân thiện, máy mình mua bị lỗi nhận viên nhiệt tình cho đổi dù máy k có tại cửa hàng, phải chạy nợi khác về đổi. Mua đt tại thế giới di động gầp bồn binh cầu lấp vò, huyện lấp vò tỉnh đồng tháp.",5,Positive,None,None,None,None,None,Neutral,Negative,Positive,None
Sao mua hàng ko có quà tặng nhỉ bán vẫn giá đấy mà ko bớt đc như là cãng hãng khác,2,None,None,None,None,None,None,None,None,Negative,None
"Mình mua được 4 tháng dùng rất ổn nhưng đến nay gặp tình trạng thẻ SD tự ngắt kết nối với máy, mình đã tháo ra và gắn lại được vài phút thì vẫn bị như cũ, không biết bị vấn đề gì",5,None,None,None,Negative,Positive,None,None,None,None,None
Máy không chụp ảnh màn hình được. Quá tệ lại bị đơ. Gọi điện thì phát loa ngoài. Lúc được lúc mất chụp ảnh mờ,1,None,Negative,None,Negative,Negative,Negative,None,None,None,None
Mới mua máy hôm quá để quá đêm tuột 2 phần trăm 100 còn 98 không haif lòng cho lắm,2,Negative,None,None,None,None,None,None,None,None,None
Mới mua tgdd ở hồ ngọc lãm máy rất đẹp cấu hình mạnh chơi các game nặng full setting pin rất trâu hơi ấm ko nóng nhân viên hài hước nhiệt tình ăn nói lịch sự,5,Positive,None,Positive,None,None,Positive,None,None,Positive,None
"Mình mua máy ở Tiên Phước, nhân viên tư vấn nhiệt tình. Dùng ổn. Nhưng thỉnh thoảng bị lỗi mạng 4G khi dùng cùng lúc với WIFI, bật đài FM bắt sóng tốt muốn dùng loa ngoài khi tắt màn hình phải bật sáng lại, nói chung còn thủ công, chưa được tối ưu hoa",4,None,None,None,Negative,Positive,None,None,Negative,Positive,None
"Máy cực tốt, pin cầm rất lâu,loa lớn không giống như review. Là sản phẩm nên mua. Nhân viên ở An Hiệp Châu Thành Bến Tre dễ thương. Cho luôn 5 sao",5,Positive,None,None,Positive,Positive,None,None,None,Positive,None
Iphone 7 plus rất tốt chơi game liên quân mượt mà vào game rất nhanh chơi mượt game nào của ok hết hiệu năng tuyệt vời,5,None,None,None,None,Positive,Positive,None,None,None,None
"Pin 5000 mà sài hết hơi nhanh,giá thì hơi cao so với máy á,mà lại k có sạc nhanh nữa... Có hơi thất vọng",2,Negative,None,None,None,Negative,None,Negative,None,None,None
"E có mua con này được gần nửa tháng mà sao thấy mỗi khi sạc pin máy nóng , cx ko phải nóng như khi chơi game nhưng vẫn cảm nhận rõ rệt , đó có phải bthg ko ạ , có ae nào bị giống mih ko ạ :(",4,Negative,None,None,None,None,None,None,None,None,None
Sp k có Gg nhưng thay thế bằng các ứng dụng mới. Các ứng dụng cài vào xài rất ổn định. Máy tầm thấp mà có tặng cả tai phone  Mình tải liên quân ở app Aurora chạy mượt . Nói chung ổn định không có vấn đề gì nên các fen đừng ngại nha ,5,None,None,None,Positive,Positive,Positive,None,None,Positive,None
"Cho hỏi ai dùng a70 .như mình ko tưởng đổi máy này lau hêt pin dùng cả ngày....
Chỉ gởi mail. Lướt web. Ko choi games Thỉnh thoảng xem youtube. Ngày sạc 2lần. Mình tất hết chế ngầm...Chán thật",3,Negative,None,None,None,Negative,None,None,None,None,None
"Mọi thứ đều ổn, ngoại trừ pin. Pin ảo quá 4,500 mà thua cái J7 pro hồi xưa mình xài. Nói chung để 3G cả ngày chỉ nt zalo và Kakaotalk để làm việc thôi thì tới 20:pm thì còn 22%. Bạn nào ko quá so đo về pin thì mọi thứ con này ổn",3,Negative,None,None,None,Positive,None,None,None,None,None
